age,balance,duration,campaign,pdays,previous,day,default,housing,loan,job,marital,education,contact,month,poutcome,y
41,-366,29,3,-1,0,6,0,1,1,technician,married,secondary,unknown,may,unknown,0
29,209,311,2,-1,0,6,0,1,0,student,single,secondary,unknown,may,unknown,0
38,221,211,2,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
44,4,312,3,-1,0,6,0,1,0,self-employed,divorced,tertiary,unknown,may,unknown,0
39,104,412,1,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
28,312,392,1,-1,0,6,0,1,0,technician,single,secondary,unknown,may,unknown,0
33,-349,191,1,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
41,4,284,2,-1,0,6,0,0,0,services,married,unknown,unknown,may,unknown,0
40,-322,144,1,-1,0,6,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
29,-150,328,1,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
38,1349,100,1,-1,0,6,0,1,0,management,married,unknown,unknown,may,unknown,0
32,281,226,1,-1,0,6,0,1,0,admin.,married,tertiary,unknown,may,unknown,0
45,1259,507,1,-1,0,6,0,1,0,services,married,secondary,unknown,may,unknown,0
33,101,392,1,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
34,848,684,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
41,89,333,2,-1,0,6,0,1,0,entrepreneur,married,unknown,unknown,may,unknown,0
41,140,311,3,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
35,148,128,2,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
40,200,322,2,-1,0,6,0,1,0,technician,single,secondary,unknown,may,unknown,0
60,46,202,4,-1,0,6,0,1,0,self-employed,married,primary,unknown,may,unknown,0
47,201,92,2,-1,0,6,0,1,0,services,divorced,secondary,unknown,may,unknown,0
46,530,739,3,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
31,0,273,2,-1,0,6,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
49,1,260,3,-1,0,6,0,1,0,self-employed,married,secondary,unknown,may,unknown,0
29,43,268,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
31,-173,396,2,-1,0,6,0,1,0,management,single,tertiary,unknown,may,unknown,0
38,389,262,1,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
37,215,308,3,-1,0,6,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
35,-131,467,2,-1,0,6,0,1,0,technician,married,secondary,unknown,may,unknown,0
31,783,320,1,-1,0,6,0,1,0,management,single,secondary,unknown,may,unknown,0
41,0,160,3,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
46,80,245,2,-1,0,6,0,1,0,services,married,unknown,unknown,may,unknown,0
40,105,189,2,-1,0,6,0,1,0,services,divorced,secondary,unknown,may,unknown,0
29,182,477,1,-1,0,6,0,1,1,admin.,married,secondary,unknown,may,unknown,0
49,82,310,1,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
42,0,65,3,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
54,510,196,2,-1,0,6,0,1,0,services,married,secondary,unknown,may,unknown,0
40,242,221,2,-1,0,6,0,1,0,management,single,tertiary,unknown,may,unknown,0
53,244,197,2,-1,0,6,0,1,1,admin.,married,secondary,unknown,may,unknown,0
49,92,221,2,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
40,0,64,2,-1,0,6,1,1,0,blue-collar,married,primary,unknown,may,unknown,0
29,948,75,2,-1,0,6,0,1,0,student,single,secondary,unknown,may,unknown,0
36,23,400,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
37,710,378,3,-1,0,6,0,1,0,technician,married,secondary,unknown,may,unknown,0
39,1205,118,2,-1,0,6,0,1,0,services,married,secondary,unknown,may,unknown,0
36,368,1597,2,-1,0,6,0,1,1,technician,married,secondary,unknown,may,unknown,1
44,1631,346,2,-1,0,6,0,1,0,entrepreneur,married,tertiary,unknown,may,unknown,0
40,6,60,3,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
49,26,276,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
30,-48,152,2,-1,0,6,0,1,0,technician,single,unknown,unknown,may,unknown,0
57,2142,251,3,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
24,77,390,2,-1,0,6,0,1,1,services,single,secondary,unknown,may,unknown,0
46,401,306,2,-1,0,6,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
33,21,189,3,-1,0,6,0,0,0,admin.,married,secondary,unknown,may,unknown,0
43,0,125,2,-1,0,6,0,1,0,services,divorced,secondary,unknown,may,unknown,0
43,-497,234,2,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
40,369,79,2,-1,0,6,0,0,0,blue-collar,divorced,primary,unknown,may,unknown,0
44,78,13,6,-1,0,6,0,1,0,technician,single,unknown,unknown,may,unknown,0
35,226,283,3,-1,0,6,0,1,1,technician,single,tertiary,unknown,may,unknown,0
47,503,109,2,-1,0,6,0,1,0,technician,married,secondary,unknown,may,unknown,0
33,372,132,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
31,0,144,2,-1,0,6,0,1,1,admin.,married,secondary,unknown,may,unknown,0
40,0,121,2,-1,0,6,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
36,125,95,3,-1,0,6,0,1,0,entrepreneur,married,tertiary,unknown,may,unknown,0
56,4,31,3,-1,0,6,0,1,0,retired,divorced,primary,unknown,may,unknown,0
40,419,112,3,-1,0,6,0,1,0,admin.,single,unknown,unknown,may,unknown,0
41,322,87,4,-1,0,6,0,1,0,admin.,divorced,secondary,unknown,may,unknown,0
53,303,593,2,-1,0,6,0,1,0,retired,married,secondary,unknown,may,unknown,0
39,607,99,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
44,579,198,2,-1,0,6,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
38,3047,285,2,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
54,83,190,3,-1,0,6,0,1,0,technician,divorced,secondary,unknown,may,unknown,0
58,68,172,5,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
52,58,213,3,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
28,251,178,2,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
36,688,174,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
60,364,631,2,-1,0,6,0,1,0,retired,married,primary,unknown,may,unknown,0
42,55,176,5,-1,0,6,0,1,0,services,divorced,secondary,unknown,may,unknown,0
42,101,32,3,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
44,105,1529,2,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
51,325,254,2,-1,0,6,0,1,0,blue-collar,divorced,primary,unknown,may,unknown,0
49,198,200,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
47,209,135,2,-1,0,6,0,1,0,entrepreneur,married,unknown,unknown,may,unknown,0
37,183,112,4,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
34,105,314,3,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
35,109,597,3,-1,0,6,0,1,0,services,married,secondary,unknown,may,unknown,0
35,376,207,3,-1,0,6,0,1,1,blue-collar,single,secondary,unknown,may,unknown,0
40,-7,410,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
55,0,160,3,-1,0,6,0,0,0,technician,married,secondary,unknown,may,unknown,0
55,143,42,3,-1,0,6,0,1,0,retired,married,secondary,unknown,may,unknown,0
35,550,55,2,-1,0,6,0,1,0,management,single,tertiary,unknown,may,unknown,0
57,162,155,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
53,115,336,3,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
41,512,233,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
57,807,211,2,-1,0,6,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
45,248,88,5,-1,0,6,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
43,1211,208,3,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
56,7,305,2,-1,0,6,0,0,0,self-employed,married,unknown,unknown,may,unknown,0
31,281,206,2,-1,0,6,0,1,0,entrepreneur,married,tertiary,unknown,may,unknown,0
37,88,128,2,-1,0,6,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
30,32,122,3,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
30,115,66,3,-1,0,6,0,1,0,admin.,single,secondary,unknown,may,unknown,0
54,254,66,2,-1,0,6,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
36,144,164,2,-1,0,6,0,1,0,management,married,tertiary,unknown,may,unknown,0
55,383,343,3,-1,0,6,0,0,0,unemployed,married,tertiary,unknown,may,unknown,0
37,569,126,2,-1,0,6,0,1,1,admin.,single,secondary,unknown,may,unknown,0
38,0,59,3,-1,0,6,0,1,0,housemaid,married,secondary,unknown,may,unknown,0
48,3754,249,3,-1,0,6,0,1,0,admin.,married,secondary,unknown,may,unknown,0
55,6920,406,3,-1,0,6,0,1,0,housemaid,divorced,tertiary,unknown,may,unknown,0
59,307,250,7,-1,0,6,0,1,1,services,married,secondary,unknown,may,unknown,0
37,-421,183,5,-1,0,6,0,1,0,technician,married,secondary,unknown,may,unknown,0
33,60,190,3,-1,0,6,0,0,0,blue-collar,divorced,secondary,unknown,may,unknown,0
44,67,220,2,-1,0,6,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
57,402,153,3,-1,0,6,0,1,0,technician,married,secondary,unknown,may,unknown,0
30,800,95,2,-1,0,6,0,0,0,self-employed,single,tertiary,unknown,may,unknown,0
42,239,191,3,-1,0,6,0,1,1,technician,married,tertiary,unknown,may,unknown,0
51,421,216,2,-1,0,6,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
44,161,89,2,-1,0,7,0,1,0,admin.,divorced,secondary,unknown,may,unknown,0
46,289,51,3,-1,0,7,1,0,0,technician,married,secondary,unknown,may,unknown,0
29,110,169,3,-1,0,7,0,1,0,student,single,secondary,unknown,may,unknown,0
39,245,148,3,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
42,0,132,3,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
50,156,117,3,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
42,0,275,4,-1,0,7,0,1,0,technician,single,secondary,unknown,may,unknown,0
39,20,124,2,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
55,92,118,3,-1,0,7,0,1,0,technician,single,tertiary,unknown,may,unknown,0
46,89,479,2,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
42,166,285,3,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
45,103,35,4,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
43,-454,322,2,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
42,445,202,2,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
30,4,172,8,-1,0,7,0,0,0,admin.,married,secondary,unknown,may,unknown,0
47,1001,201,4,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
51,-69,216,3,-1,0,7,0,1,0,services,divorced,secondary,unknown,may,unknown,0
38,42,195,2,-1,0,7,0,1,0,technician,single,secondary,unknown,may,unknown,0
57,1617,96,2,-1,0,7,0,1,0,technician,married,unknown,unknown,may,unknown,0
42,221,720,2,-1,0,7,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
32,210,188,2,-1,0,7,0,1,1,technician,divorced,secondary,unknown,may,unknown,0
46,0,70,2,-1,0,7,0,0,0,management,married,tertiary,unknown,may,unknown,0
29,185,141,3,-1,0,7,0,1,0,student,single,tertiary,unknown,may,unknown,0
59,836,106,1,-1,0,7,0,1,0,retired,married,secondary,unknown,may,unknown,0
32,301,395,2,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
44,503,629,2,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
40,407,502,1,-1,0,7,0,1,0,retired,married,primary,unknown,may,unknown,0
31,53,446,1,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
46,2303,241,1,-1,0,7,0,1,0,self-employed,married,tertiary,unknown,may,unknown,0
43,144,131,3,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
34,205,312,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
39,305,275,6,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
30,251,120,2,-1,0,7,0,1,1,blue-collar,divorced,secondary,unknown,may,unknown,0
56,0,333,4,-1,0,7,0,1,0,retired,married,secondary,unknown,may,unknown,0
29,8,113,1,-1,0,7,0,0,0,technician,married,secondary,unknown,may,unknown,0
40,139,91,1,-1,0,7,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
36,184,128,3,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
37,238,200,2,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
35,0,326,1,-1,0,7,0,0,0,admin.,married,secondary,unknown,may,unknown,0
35,0,292,1,-1,0,7,1,1,0,blue-collar,married,primary,unknown,may,unknown,0
47,222,68,1,-1,0,7,0,1,0,services,married,primary,unknown,may,unknown,0
31,414,215,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
56,223,97,1,-1,0,7,0,1,0,retired,single,primary,unknown,may,unknown,0
57,197,32,1,-1,0,7,0,0,0,technician,married,secondary,unknown,may,unknown,0
36,-251,162,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
45,-139,152,3,-1,0,7,0,1,0,self-employed,divorced,secondary,unknown,may,unknown,0
47,733,268,1,-1,0,7,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
29,0,104,2,-1,0,7,0,1,0,technician,single,tertiary,unknown,may,unknown,0
57,1,852,1,-1,0,7,0,0,0,services,married,secondary,unknown,may,unknown,0
45,97,923,3,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
31,435,159,2,-1,0,7,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
31,0,953,3,-1,0,7,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
37,147,416,2,-1,0,7,0,0,0,technician,single,tertiary,unknown,may,unknown,0
30,3,174,1,-1,0,7,0,1,0,technician,single,tertiary,unknown,may,unknown,0
58,1109,180,1,-1,0,7,0,1,1,services,divorced,secondary,unknown,may,unknown,0
33,404,139,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
39,981,294,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
33,95,102,1,-1,0,7,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
34,302,124,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
36,-290,128,1,-1,0,7,0,1,1,services,divorced,secondary,unknown,may,unknown,0
37,259,130,1,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
35,527,143,1,-1,0,7,0,1,1,blue-collar,married,secondary,unknown,may,unknown,0
55,102,74,1,-1,0,7,0,1,0,retired,married,secondary,unknown,may,unknown,0
34,872,105,2,-1,0,7,0,1,0,management,single,tertiary,unknown,may,unknown,0
40,490,477,2,-1,0,7,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
42,19,158,1,-1,0,7,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
37,16,250,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
42,386,168,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
35,539,520,1,-1,0,7,0,1,0,technician,single,secondary,unknown,may,unknown,0
44,-329,171,1,-1,0,7,0,1,0,technician,divorced,secondary,unknown,may,unknown,0
30,-174,113,1,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
45,68,254,1,-1,0,7,0,1,0,entrepreneur,married,secondary,unknown,may,unknown,0
35,-532,149,1,-1,0,7,1,1,0,blue-collar,single,unknown,unknown,may,unknown,0
36,0,133,2,-1,0,7,0,1,0,admin.,divorced,secondary,unknown,may,unknown,0
49,64,293,3,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
31,1415,485,1,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
31,147,374,1,-1,0,7,0,1,0,technician,single,secondary,unknown,may,unknown,0
39,72,425,6,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
37,-196,207,1,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
33,716,83,3,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
37,0,228,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
42,-246,149,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
56,-203,139,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
37,245,732,2,-1,0,7,0,1,1,admin.,single,secondary,unknown,may,unknown,1
36,342,142,1,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
29,3,359,1,-1,0,7,0,1,0,technician,single,tertiary,unknown,may,unknown,0
54,-248,112,1,-1,0,7,1,1,1,management,married,tertiary,unknown,may,unknown,0
38,376,1521,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
43,370,216,1,-1,0,7,0,1,0,blue-collar,divorced,secondary,unknown,may,unknown,0
47,594,161,1,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,0
47,387,122,2,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
38,208,800,1,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
40,563,615,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
33,392,254,1,-1,0,7,0,1,1,services,divorced,secondary,unknown,may,unknown,0
33,165,111,1,-1,0,7,0,0,0,retired,married,secondary,unknown,may,unknown,0
53,236,354,1,-1,0,7,0,1,0,admin.,divorced,unknown,unknown,may,unknown,0
37,52,359,1,-1,0,7,0,1,0,services,married,primary,unknown,may,unknown,0
40,1265,97,1,-1,0,7,0,1,0,management,single,tertiary,unknown,may,unknown,0
37,693,327,3,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
35,118,236,1,-1,0,7,0,1,0,technician,married,secondary,unknown,may,unknown,0
49,3659,160,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
26,24,180,1,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
38,673,184,1,-1,0,7,0,1,0,management,single,tertiary,unknown,may,unknown,0
52,273,227,1,-1,0,7,0,0,0,self-employed,married,secondary,unknown,may,unknown,0
33,327,109,1,-1,0,7,0,1,0,services,divorced,secondary,unknown,may,unknown,0
31,299,492,2,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,0
32,0,298,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
35,109,83,2,-1,0,7,0,1,0,blue-collar,single,primary,unknown,may,unknown,0
55,552,241,2,-1,0,7,0,0,0,management,divorced,tertiary,unknown,may,unknown,0
32,473,204,2,-1,0,7,0,1,0,blue-collar,divorced,primary,unknown,may,unknown,0
37,414,131,1,-1,0,7,0,1,0,unknown,single,unknown,unknown,may,unknown,0
45,154,1138,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,1
31,344,123,1,-1,0,7,0,1,0,technician,married,secondary,unknown,may,unknown,0
38,8,125,1,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
37,78,295,2,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
38,266,287,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
33,98,109,1,-1,0,7,0,1,1,housemaid,married,tertiary,unknown,may,unknown,0
38,83,140,2,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
37,45,204,1,-1,0,7,1,1,0,management,single,tertiary,unknown,may,unknown,0
29,8,233,1,-1,0,7,0,1,0,unemployed,married,tertiary,unknown,may,unknown,0
42,263,254,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
40,306,184,2,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
32,233,193,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
47,447,126,1,-1,0,7,0,0,1,management,divorced,tertiary,unknown,may,unknown,0
29,872,230,1,-1,0,7,0,1,0,student,single,secondary,unknown,may,unknown,0
53,-291,591,1,-1,0,7,0,1,1,services,divorced,primary,unknown,may,unknown,1
31,309,294,1,-1,0,7,0,1,1,services,married,tertiary,unknown,may,unknown,0
59,202,173,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
29,56,336,1,-1,0,7,0,1,1,entrepreneur,married,primary,unknown,may,unknown,0
59,229,19,1,-1,0,7,0,1,1,blue-collar,married,primary,unknown,may,unknown,0
44,143,153,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
38,100,786,1,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,1
49,326,99,2,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
43,167,243,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
52,545,260,1,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,0
40,2100,164,2,-1,0,7,0,1,1,admin.,married,secondary,unknown,may,unknown,0
32,0,255,2,-1,0,7,0,1,1,services,married,secondary,unknown,may,unknown,0
47,192,47,1,-1,0,7,0,1,0,admin.,married,primary,unknown,may,unknown,0
33,442,463,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
35,267,192,1,-1,0,7,0,1,0,management,married,tertiary,unknown,may,unknown,0
27,0,388,7,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
50,377,221,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
44,7624,126,5,-1,0,7,0,0,0,retired,married,secondary,unknown,may,unknown,0
43,66,175,5,-1,0,7,0,1,0,self-employed,married,primary,unknown,may,unknown,0
51,37,256,6,-1,0,7,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
32,64,202,2,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,0
47,34,104,1,-1,0,7,0,1,0,management,divorced,tertiary,unknown,may,unknown,0
34,627,283,2,-1,0,7,0,1,0,admin.,divorced,secondary,unknown,may,unknown,0
57,1013,448,1,-1,0,7,0,1,0,self-employed,married,primary,unknown,may,unknown,0
43,140,127,1,-1,0,7,0,1,0,admin.,single,secondary,unknown,may,unknown,0
40,8823,378,1,-1,0,7,0,1,0,services,single,tertiary,unknown,may,unknown,0
28,97,67,1,-1,0,7,0,1,0,blue-collar,single,secondary,unknown,may,unknown,0
38,5,221,2,-1,0,7,0,1,0,blue-collar,married,unknown,unknown,may,unknown,0
37,74,150,1,-1,0,7,0,1,0,unemployed,divorced,secondary,unknown,may,unknown,0
44,58544,144,2,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
41,169,296,2,-1,0,7,0,1,0,technician,married,secondary,unknown,may,unknown,0
37,444,401,2,-1,0,7,0,1,0,self-employed,married,tertiary,unknown,may,unknown,0
30,542,435,2,-1,0,7,0,1,0,services,single,tertiary,unknown,may,unknown,0
32,-205,388,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
30,112,245,1,-1,0,7,0,1,0,management,single,tertiary,unknown,may,unknown,0
35,39,143,1,-1,0,7,0,0,0,services,married,secondary,unknown,may,unknown,0
55,1268,223,2,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
52,-98,423,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
33,44,231,1,-1,0,7,0,1,1,admin.,married,secondary,unknown,may,unknown,0
55,-90,634,2,-1,0,7,0,1,1,retired,married,primary,unknown,may,unknown,0
33,0,107,1,-1,0,7,0,0,0,blue-collar,married,secondary,unknown,may,unknown,0
40,-94,227,1,-1,0,7,1,1,1,blue-collar,married,secondary,unknown,may,unknown,0
39,-345,69,1,-1,0,7,1,1,0,blue-collar,married,secondary,unknown,may,unknown,0
54,-932,799,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
39,20,109,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
49,90,127,1,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
52,31,120,1,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
27,134,68,3,-1,0,7,0,1,1,management,single,tertiary,unknown,may,unknown,0
26,0,180,2,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
40,61,112,3,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
47,-5,444,1,-1,0,7,1,1,0,blue-collar,married,secondary,unknown,may,unknown,0
31,-45,246,2,-1,0,7,0,0,0,services,single,secondary,unknown,may,unknown,0
53,156,259,4,-1,0,7,0,1,1,blue-collar,single,secondary,unknown,may,unknown,0
31,564,223,3,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
33,-6,566,2,-1,0,7,0,1,0,admin.,married,secondary,unknown,may,unknown,0
35,528,274,2,-1,0,7,0,0,0,services,married,secondary,unknown,may,unknown,0
46,1481,49,3,-1,0,7,0,1,0,entrepreneur,married,unknown,unknown,may,unknown,0
31,2019,380,2,-1,0,7,0,0,0,management,married,secondary,unknown,may,unknown,0
35,1855,138,1,-1,0,7,0,1,0,technician,single,secondary,unknown,may,unknown,0
29,147,376,2,-1,0,7,0,1,1,management,married,secondary,unknown,may,unknown,0
51,220,421,2,-1,0,7,0,1,0,technician,married,secondary,unknown,may,unknown,0
33,198,121,2,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
37,115,36,1,-1,0,7,0,0,0,management,married,tertiary,unknown,may,unknown,0
43,87,328,2,-1,0,7,0,1,0,admin.,single,unknown,unknown,may,unknown,0
42,644,19,1,-1,0,7,0,1,0,technician,married,tertiary,unknown,may,unknown,0
28,225,866,2,-1,0,7,0,1,1,blue-collar,married,secondary,unknown,may,unknown,0
57,502,229,3,-1,0,7,0,1,0,retired,married,secondary,unknown,may,unknown,0
38,-32,154,2,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
39,106,56,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
36,301,1581,2,-1,0,7,0,1,0,technician,married,tertiary,unknown,may,unknown,0
57,906,117,1,-1,0,7,0,1,0,retired,married,tertiary,unknown,may,unknown,0
44,187,185,1,-1,0,7,0,1,0,management,married,unknown,unknown,may,unknown,0
48,852,202,1,-1,0,7,0,1,1,services,divorced,secondary,unknown,may,unknown,0
46,143,279,1,-1,0,7,0,1,0,blue-collar,married,primary,unknown,may,unknown,0
43,71,180,5,-1,0,7,0,0,0,admin.,married,secondary,unknown,may,unknown,0
49,1496,218,4,-1,0,7,0,1,0,services,married,secondary,unknown,may,unknown,0
29,703,129,5,-1,0,7,0,1,0,services,single,secondary,unknown,may,unknown,0
53,732,530,2,-1,0,7,0,1,0,blue-collar,married,secondary,unknown,may,unknown,0
